Patient ID,Factor_0
Subject_0,-0.5248565673828125
Subject_1,-0.4080933928489685
Subject_2,-0.17265211045742035
Subject_3,0.22497650980949402
Subject_4,0.26691508293151855
Subject_5,-0.39541012048721313
Subject_6,0.1885148286819458
Subject_7,0.005001600831747055
Subject_8,0.38654208183288574
Subject_9,0.3930928111076355
Subject_10,-0.305175244808197
Subject_11,0.6442304849624634
Subject_12,-0.5857651233673096
Subject_13,0.38279658555984497
Subject_14,0.4522151052951813
Subject_15,-0.45266884565353394
Subject_16,0.47810572385787964
Subject_17,0.6360697746276855
Subject_18,0.209433451294899
Subject_19,0.2448703497648239
Subject_20,0.10568302124738693
Subject_21,0.4418465793132782
Subject_22,0.28811314702033997
Subject_23,-0.31118044257164
Subject_24,-0.041006676852703094
Subject_25,0.4567195475101471
Subject_26,-0.06563355773687363
Subject_27,-0.5105716586112976
Subject_28,0.2027270793914795
Subject_29,-0.5538871884346008
Subject_30,0.6329847574234009
Subject_31,0.1565711349248886
Subject_32,-0.27287787199020386
Subject_33,-0.1396268755197525
Subject_34,-0.33150649070739746
Subject_35,-0.4062488079071045
Subject_36,-0.6892954111099243
Subject_37,0.2208145260810852
Subject_38,0.11964517086744308
Subject_39,0.6043409705162048
Subject_40,-0.3064711093902588
Subject_41,0.47530415654182434
Subject_42,-0.6757520437240601
Subject_43,0.41766059398651123
Subject_44,-0.7831083536148071
Subject_45,-0.15209630131721497
Subject_46,-0.44236093759536743
Subject_47,0.10515166819095612
Subject_48,-0.4827611446380615
Subject_49,-0.6382437944412231
Subject_50,0.6179972887039185
Subject_51,-0.19428510963916779
Subject_52,0.31165897846221924
Subject_53,-0.4609294831752777
Subject_54,-0.5421280860900879
Subject_55,0.36135804653167725
Subject_56,0.6303973197937012
Subject_57,0.622876763343811
Subject_58,-0.7631994485855103
Subject_59,0.3567424416542053
Subject_60,-0.35529452562332153
Subject_61,-0.4531393051147461
Subject_62,-0.7097537517547607
Subject_63,-0.6923900842666626
Subject_64,-0.5908557176589966
Subject_65,-0.423427939414978
Subject_66,0.5703619122505188
Subject_67,0.6740771532058716
Subject_68,0.43448424339294434
Subject_69,0.387628972530365
Subject_70,-0.3792572617530823
Subject_71,0.36916500329971313
Subject_72,0.45810985565185547
Subject_73,-0.4429261088371277
Subject_74,0.2976078391075134
Subject_75,-0.6687316298484802
Subject_76,-0.8002771735191345
Subject_77,0.4107527732849121
Subject_78,0.6067549586296082
Subject_79,0.4457326829433441
Subject_80,0.3088766932487488
Subject_81,0.5092760324478149
Subject_82,0.809948205947876
Subject_83,0.35992157459259033
Subject_84,0.340834379196167
Subject_85,0.4313047528266907
