Patient ID,Factor_2
Subject_0,-0.07521083205938339
Subject_1,0.0022954419255256653
Subject_2,0.005400168243795633
Subject_3,0.0018770880997180939
Subject_4,-0.0719229057431221
Subject_5,0.4149007499217987
Subject_6,-0.011860940605401993
Subject_7,0.005462250206619501
Subject_8,0.002035421086475253
Subject_9,-0.03321489319205284
Subject_10,-0.013605876825749874
Subject_11,-0.004996355157345533
Subject_12,0.3434807360172272
Subject_13,-0.044022027403116226
Subject_14,-0.015498272143304348
Subject_15,0.0008623774047009647
Subject_16,-0.06030448153614998
Subject_17,-0.014608015306293964
Subject_18,0.4982578456401825
Subject_19,0.1279081106185913
Subject_20,0.07057873159646988
Subject_21,-0.01825263909995556
Subject_22,0.006697655189782381
Subject_23,-0.020870491862297058
Subject_24,0.5315669178962708
Subject_25,0.4050181806087494
Subject_26,0.5702621340751648
Subject_27,-0.0479457825422287
Subject_28,0.056879449635744095
Subject_29,0.1794024556875229
Subject_30,0.48012325167655945
Subject_31,0.1524907350540161
Subject_32,0.5156320929527283
Subject_33,-0.011869870126247406
Subject_34,-0.032838884741067886
Subject_35,-0.013125712983310223
Subject_36,0.43420565128326416
Subject_37,-0.00640141824260354
Subject_38,0.2395447939634323
Subject_39,0.4344928562641144
Subject_40,0.04259558022022247
Subject_41,0.016737306490540504
Subject_42,0.4165421426296234
Subject_43,0.5088099837303162
Subject_44,0.411721795797348
Subject_45,0.2774564325809479
Subject_46,0.5553515553474426
Subject_47,0.3567010462284088
Subject_48,-0.011157148517668247
Subject_49,-0.014057938940823078
Subject_50,0.4631974995136261
Subject_51,-0.02875428833067417
Subject_52,0.038284558802843094
Subject_53,0.018841838464140892
Subject_54,-0.046100009232759476
Subject_55,-0.049756646156311035
Subject_56,-0.05620389059185982
Subject_57,0.15532854199409485
Subject_58,0.35421183705329895
Subject_59,-0.07926414161920547
Subject_60,0.5672696232795715
Subject_61,0.020356232300400734
Subject_62,0.15007053315639496
Subject_63,-0.0578942596912384
Subject_64,0.25756657123565674
Subject_65,0.48793959617614746
Subject_66,0.03342336416244507
Subject_67,-0.021235816180706024
Subject_68,0.05835463106632233
Subject_69,0.048691749572753906
Subject_70,0.3899294137954712
Subject_71,0.011573836207389832
Subject_72,0.01691257953643799
Subject_73,-0.021781951189041138
Subject_74,0.257358193397522
Subject_75,0.040061842650175095
Subject_76,-0.015302401967346668
Subject_77,-0.005090523045510054
Subject_78,0.3184927701950073
Subject_79,0.2734919488430023
Subject_80,0.047626104205846786
Subject_81,-0.04964223876595497
Subject_82,0.30853256583213806
Subject_83,-0.023212626576423645
Subject_84,-0.06821251660585403
Subject_85,0.1765940934419632
